numero,id,marca,modelo,año_modelo,millaje,tipo_combustible,motor,transmisión,color_exterior,color_interior,accidente,sin_daños,precio
15475,126303,RAM,2500 SLT,2016,60000,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Blue,Black,None reported,Yes,
15476,133450,BMW,328 i xDrive,2013,90000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,At least 1 accident or damage reported,Yes,
15477,5667,Volkswagen,Golf SportWagen TSI SE,2016,119000,Gasoline,170.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,
15478,128273,RAM,2500 Longhorn,2016,73090,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,A/T,Red,Black,None reported,Yes,
15479,4190,GMC,Yukon SLT,2010,194500,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,
15480,2511,Dodge,Ram 2500 ST,2007,204000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,
15481,92535,BMW,230 i,2018,59700,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,
15482,55826,BMW,Z4 2.5i Roadster,2005,69764,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,
15483,81852,Jeep,Liberty Renegade,2007,165520,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,
15484,168572,Lexus,RC F Base,2015,51335,Gasoline,467.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Blue,None reported,Yes,
15485,100742,Jeep,Grand Cherokee L Limited,2021,17381,Gasoline,3.6L V6 24V MPFI DOHC,6-Speed Automatic,Metallic,Global Black,None reported,,
15486,13487,Ford,Transit Connect XLT,2018,117000,E85 Flex Fuel,169.0HP 2.5L 4 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,
15487,130847,Chevrolet,Camaro 2SS,2015,87500,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,
15488,55558,Chevrolet,Traverse RS,2022,19376,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Northsky Blue Metallic,Black,None reported,,
15489,32230,Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,176691,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,
15490,187650,Cadillac,CTS 2.0L Turbo Luxury,2019,60000,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
15491,83333,Land,Rover Range Rover Sport HSE,2011,92861,Gasoline,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,
15492,126377,Volkswagen,Golf SportWagen TSI SE,2017,77634,Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,
15493,123386,Mercedes-Benz,GLS 450 Base 4MATIC,2018,58000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,Yes,
15494,68310,Tesla,Model Y Performance,2020,88000,Gasoline,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,None reported,Yes,
15495,63865,Cadillac,CTS Luxury,2015,96000,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,At least 1 accident or damage reported,Yes,
15496,134468,Mercedes-Benz,S-Class S 560 4MATIC,2021,4665,Gasoline,4.0 Liter,Automatic,Black,Silk Beige/Espresso Brown,None reported,,
15497,15026,Jeep,Wrangler Sahara,2013,177000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,
15498,86414,Mercedes-Benz,CLK-Class CLK 350,2008,99200,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Green,Beige,At least 1 accident or damage reported,Yes,
15499,98468,Tesla,Model 3 Long Range,2022,28000,Gasoline,271.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,
15500,71201,BMW,335 i xDrive,2013,94000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,
15501,157246,Subaru,Impreza WRX Base,2013,113000,Gasoline,224.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,
15502,63092,Mercedes-Benz,AMG C 43 Base 4MATIC,2018,33000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,
15503,32997,Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,15000,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,
15504,81467,Ford,Expedition Limited,2012,162000,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,
15505,113173,Lamborghini,Huracan LP580-2,2017,17175,Gasoline,3.8L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Rosso Mars Metallic,Nero Ade,None reported,,
15506,55811,Audi,Q7 45 Premium Plus,2019,27600,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,
15507,132897,MINI,Cooper S Clubman Base,2018,72348,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,
15508,14756,Toyota,RAV4 Prime XSE,2018,33812,Plug-In Hybrid,302.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,7-Speed A/T,Black,Beige,None reported,Yes,
15509,96185,Chevrolet,Traverse LS,2022,32117,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Northsky Blue Metallic,Jet Black,None reported,,
15510,107756,Subaru,WRX STI Base,2017,56000,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,
15511,59940,Subaru,Outback 3.6R Touring,2013,134602,Gasoline,256.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Gold,Black,At least 1 accident or damage reported,Yes,
15512,24562,Pontiac,Solstice GXP,2008,13900,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Orange,Black,None reported,Yes,
15513,181372,Cadillac,CTS 2.0L Turbo Luxury,2014,81500,Gasoline,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,
15514,152954,Lexus,GX 460 Premium,2022,41000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,
15515,185374,Land,Rover Range Rover HSE SWB,2020,41500,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,
15516,34027,Mercedes-Benz,E-Class E 350 4MATIC,2020,49000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,
15517,178363,Toyota,Camry LE,1999,123000,Gasoline,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,None reported,Yes,
15518,59988,Audi,A6 55 Prestige,2022,9100,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,White,White,None reported,Yes,
15519,157957,MINI,Cooper S Base,2006,110022,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gold,Black,At least 1 accident or damage reported,Yes,
15520,104824,Lincoln,MKZ Base,2013,141209,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,
15521,92060,Audi,S5 3.0T Prestige,2021,22703,Gasoline,3.0 Liter Turbo,Automatic,Imperial Blue Metallic,Hotspur,None reported,,
15522,177140,Honda,Civic Si,2016,55403,Gasoline,2.0L I4 16V MPFI DOHC,6-Speed Automatic,White,Gray,None reported,Yes,
15523,170863,Lincoln,Navigator Base,2008,187000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,
15524,67303,BMW,530 i xDrive,2017,117000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,
15525,54660,BMW,M4 Base,2022,22000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,
15526,118667,Toyota,Tundra Platinum,2013,139105,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Beige,None reported,Yes,
15527,6637,Jeep,Grand Cherokee L Laredo,2022,18333,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Diamond Black,Global Black,,,
15528,180022,Ford,Expedition EL XLT,2015,86818,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,
15529,36516,Ford,Bronco Sport Big Bend,2020,83549,Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Maroon,Medium Dark Slate,None reported,Yes,
15530,22001,Mercedes-Benz,E-Class E 350,2014,76500,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,
15531,129945,Ferrari,GTC4Lusso T,2020,31000,Gasoline,602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,–,None reported,Yes,
15532,106045,Mercedes-Benz,E-Class E 400 4MATIC,2019,32300,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,
15533,146393,Toyota,Tundra Hybrid TRD Pro,2022,7300,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,Black,None reported,Yes,
15534,64917,Land,Rover Range Rover Sport Supercharged,2011,65000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,
15535,4458,Chevrolet,Corvette Stingray w/3LT,2022,2500,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,
15536,19135,Toyota,Land Cruiser Base,2000,186117,Gasoline,240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,
15537,175084,Buick,Enclave Avenir,2019,141195,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,Black,Ebony / Ebony Accents,None reported,Yes,
15538,93507,RAM,1500 Longhorn,2023,16744,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Delmonico Red Pearlcoat,Black / Saddle,None reported,Yes,
15539,18585,Acura,RDX w/A-Spec Package,2023,1240,Gasoline,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,C / C,Ebony,None reported,,
15540,50248,Nissan,350Z Touring,2011,152000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,
15541,102,Ford,Mustang GT,2004,66500,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,None reported,Yes,
15542,161886,Mercedes-Benz,E-Class E 550 4MATIC,2017,29500,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,
15543,166263,Porsche,Cayenne S,2016,62743,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,
15544,13914,Land,Rover Range Rover Sport 3.0L Supercharged HSE,2018,41500,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,
15545,47475,Audi,S4 3.0T Premium Plus,2020,18000,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,
15546,172299,Chevrolet,Camaro 2SS,2007,192000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Black,None reported,Yes,
15547,94237,Porsche,911 Carrera,2023,19800,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,
15548,100282,Acura,TLX V6 Advance,2013,123500,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,
15549,51089,Audi,Q5 2.0T Premium Plus,2018,54000,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,
15550,17857,Pontiac,Firebird Base,2004,175722,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
15551,11350,Ford,Mustang GT Premium,2014,121250,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,At least 1 accident or damage reported,Yes,
15552,108561,Pontiac,Firebird Base,2006,185000,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,At least 1 accident or damage reported,Yes,
15553,68574,RAM,1500 Limited,2020,57300,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,
15554,154793,Subaru,Forester Base,2014,90601,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Gray,None reported,Yes,
15555,124570,BMW,328 i xDrive,2008,157500,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,
15556,80836,Maserati,GranTurismo Base,2015,64500,Gasoline,440.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,
15557,61953,Mercedes-Benz,GLE 350 Base 4MATIC,2017,88454,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic,Black,Black,None reported,Yes,
15558,26337,Land,Rover Discovery Sport SE R-Dynamic,2020,23568,Gasoline,2.0 Liter,Automatic,Silver,Black,None reported,,
15559,24064,Land,Rover Range Rover Sport Supercharged HSE,2016,55000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,
15560,71531,Rivian,R1S Adventure Package,2023,7800,,835.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,
15561,74613,Ford,Explorer XLT,2017,129858,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,6-Speed Automatic,Black,Black,None reported,Yes,
15562,160798,GMC,Acadia SLE-2,2015,81500,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,
15563,128833,Mercedes-Benz,E-Class E 350 4MATIC,2014,73000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,
15564,80588,Mercedes-Benz,C-Class C 300 4MATIC,2019,42717,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,
15565,61570,Cadillac,Escalade Premium Luxury Platinum,2021,19250,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,
15566,92184,Dodge,Durango R/T,2014,135000,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,None reported,Yes,
15567,142424,Mazda,RX-8 Sport,2007,124747,Gasoline,212.0HP 1.3L Rotary engine Gasoline Fuel,A/T,Gray,–,At least 1 accident or damage reported,Yes,
15568,164767,BMW,M235 i,2015,68750,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,
15569,101420,Ford,F-250 XLT SuperCab Super Duty,2009,143000,Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,
15570,4632,Porsche,Cayenne S,2016,96000,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,
15571,8522,Toyota,Camry Solara SLE V6,2007,115000,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,
15572,137630,Ford,Mustang GT Premium,2008,82323,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Beige,Black,At least 1 accident or damage reported,Yes,
15573,132144,BMW,335 i,2014,91000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,
15574,15732,Mercedes-Benz,GLS 450 Base 4MATIC,2019,47777,Gasoline,3.0 Liter DOHC Twin Turbo,Automatic,Lunar Blue Metallic,–,None reported,,
15575,153166,Chevrolet,Suburban LT,2007,122961,Gasoline,320.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,
15576,132124,BMW,M3 CS,2020,51300,Gasoline,453.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,
15577,106662,Nissan,Armada Platinum,2021,20909,Gasoline,5.6 Liter,6-Speed Automatic,White,Charcoal,None reported,,
15578,148119,Cadillac,Escalade Platinum,2019,73846,Gasoline,3.0L I6 24V DDI DOHC Turbo Diesel,10-Speed Automatic,White,Black,At least 1 accident or damage reported,Yes,
15579,92503,Kia,Sportage LX,2009,135000,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,White,None reported,Yes,
15580,16711,Chevrolet,Silverado 1500 LT Trail Boss,2021,52775,Gasoline,5.3L V8 16V GDI OHV,Automatic,White,Jet Black,None reported,Yes,
15581,17912,Chevrolet,Traverse High Country,2020,46707,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,Stone Gray Metallic,Jet Black,None reported,Yes,
15582,103524,Nissan,Xterra S,2008,145000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Gray,At least 1 accident or damage reported,Yes,
15583,53451,BMW,335 i,2012,123000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,
15584,60767,Mercedes-Benz,AMG G 63 Base,2018,53500,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,
15585,187108,MINI,Hardtop Cooper,2016,70700,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,
15586,131533,BMW,M5 Base,2018,50000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Gray,None reported,Yes,
15587,168604,Porsche,Panamera 4 Edition,2012,69700,Gasoline,265.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,None reported,Yes,
15588,57329,Alfa,Romeo Giulia Quadrifoglio,2022,1966,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Verde,Black,None reported,,
15589,11985,RAM,1500 Laramie,2023,1087,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Quartzite Grey Metallic,Black,None reported,,
15590,27102,Alfa,Romeo Giulia Quadrifoglio,2017,60000,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,
15591,128546,Lexus,IS 350 Base,2019,67800,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,
15592,80904,Ford,Taurus X Limited,2011,170552,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Gray,None reported,Yes,
15593,44334,Toyota,4Runner Limited,2019,48842,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Midnight Black Metallic,–,None reported,Yes,
15594,115778,BMW,X3 M40i,2023,5500,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Green,None reported,Yes,
15595,155087,BMW,M8 Competition,2020,5018,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,,
15596,158835,Lexus,LX 570 Three-Row,2019,64500,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
15597,114693,Volvo,XC60 T5 R-Design,2019,43500,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,
15598,91041,BMW,428 Gran Coupe i xDrive,2018,69764,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,
15599,44080,Audi,RS 7 4.0T Prestige,2014,96273,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,
15600,149868,Mercedes-Benz,S-Class S 550 4MATIC,2014,95428,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,
15601,56840,Porsche,Cayenne Base,2016,46000,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,
15602,104473,Chevrolet,Camaro Z28,2002,120000,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,
15603,141217,Kia,Optima LX,2011,100331,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,–,None reported,Yes,
15604,84329,Porsche,Cayenne Turbo GT,2021,7388,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,
15605,122124,INFINITI,QX80 Base,2017,39000,Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,Yes,
15606,128407,Ford,F-250 King Ranch,2018,250000,Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Silver,Brown,None reported,Yes,
15607,1384,Porsche,911 Carrera,2005,67800,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,
15608,52828,Lexus,GX 460 Base,2022,16648,Gasoline,4.6 Liter,Automatic,Black,Black,None reported,,
15609,35984,BMW,528 i xDrive,2017,134000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,At least 1 accident or damage reported,Yes,
15610,88982,Audi,RS 5 2.9T,2022,13500,Gasoline,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,
15611,165687,Porsche,Macan Base,2021,13250,Gasoline,375.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,
15612,169355,Lincoln,Town Car Base,2005,161900,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
15613,13476,Ford,Shelby GT500 Base,2012,61000,Gasoline,550.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,
15614,115386,Chevrolet,Camaro 1SS,2022,17500,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,
15615,155037,Cadillac,Escalade ESV Sport,2021,19250,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,
15616,36122,Cadillac,Escalade Premium Luxury Platinum,2022,2250,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,Black,None reported,Yes,
15617,34307,Tesla,Model Y Long Range,2020,17500,,425.0HP Electric Motor Electric Fuel System,A/T,White,Black,At least 1 accident or damage reported,Yes,
15618,131728,Porsche,Panamera 2,2014,59500,Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,
15619,30831,Subaru,WRX Limited,2019,46000,Gasoline,270.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,
15620,154577,Dodge,Ram 1500 ST,2007,36500,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,
15621,112997,GMC,Acadia SLT-1,2011,11563,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Brown,At least 1 accident or damage reported,Yes,
15622,132159,Ford,F-250 XLT,2022,33000,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Black,Black,None reported,Yes,
15623,188159,Chevrolet,Camaro 1SS,2022,7000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,
15624,11674,Mercedes-Benz,AMG GT 63 S 4-Door,2021,7388,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Obsidian Black Metallic,Black / Express Red,None reported,,
15625,175517,Mercedes-Benz,S-Class S 63 AMG,2011,47400,Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,
15626,122120,Land,Rover Range Rover P530 SE LWB 7 Seat,2023,1500,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gold,Brown,None reported,Yes,
15627,168989,Mazda,Mazda6 Carbon Edition,2021,34455,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Polymetal Gray Metallic,Black,None reported,Yes,
15628,603,Ford,Mustang GT Premium,2012,62950,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,
15629,32612,Mercedes-Benz,SL-Class SL 550,2014,14269,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,None reported,Yes,
